ORF,TF
YHR034C,18.0
YHR035W,21.0
YHR036W,21.0
YHR037W,40.0
YHR038W,23.0
YHR039C,21.0
YHR039C-A,19.0
YHR040W,27.0
YHR041C,20.0
YHR042W,35.0
YHR043C,29.0
YHR044C,30.0
YHR045W,18.0
YHR046C,35.0
YHR047C,32.0
YHR048W,37.0
YHR049C-A,11.0
YHR049W,49.0
YHR050W,31.0
YHR050W-A,6.0
YHR051W,46.0
YHR052W,30.0
YHR052W-A,
YHR053C,64.0
YHR054C,26.0
YHR054W-A,
YHR055C,54.0
YHR056C,16.0
YHR056W-A,
YHR057C,23.0
YHR058C,21.0
YHR059W,16.0
YHR060W,29.0
YHR061C,32.0
YHR062C,21.0
YHR063C,33.0
YHR063W-A,
YHR064C,33.0
YHR065C,28.0
YHR066W,32.0
YHR067W,21.0
YHR068W,28.0
YHR069C,14.0
YHR069C-A,
YHR070C-A,
YHR070W,29.0
YHR071C-A,
YHR071W,61.0
YHR072W,25.0
YHR072W-A,47.0
YHR073C-B,
YHR073W,19.0
YHR073W-A,
YHR074W,16.0
YHR075C,25.0
YHR076W,27.0
YHR077C,23.0
YHR078W,32.0
YHR079C,17.0
YHR079C-A,27.0
YHR080C,27.0
YHR081W,42.0
YHR082C,24.0
YHR083W,30.0
YHR084W,34.0
YHR085W,26.0
YHR086W,22.0
YHR086W-A,4.0
YHR087W,66.0
YHR088W,24.0
YHR089C,32.0
YHR090C,19.0
YHR091C,60.0
YHR092C,53.0
YHR093W,18.0
YHR094C,75.0
YHR095W,26.0
YHR096C,60.0
YHR097C,44.0
YHR098C,21.0
YHR099W,25.0
YHR100C,17.0
YHR101C,22.0
YHR102W,21.0
YHR103W,18.0
YHR104W,46.0
YHR105W,19.0
YHR106W,25.0
YHR107C,19.0
YHR108W,32.0
YHR109W,22.0
YHR110W,17.0
YHR111W,27.0
YHR112C,40.0
YHR113W,22.0
YHR114W,16.0
YHR115C,32.0
YHR116W,29.0
YHR117W,26.0
YHR118C,25.0
YHR119W,25.0
YHR120W,18.0
YHR121W,27.0
YHR122W,21.0
YHR123W,52.0
YHR124W,28.0
YHR125W,11.0
YHR126C,33.0
YHR127W,30.0
YHR128W,32.0
YHR129C,16.0
YHR130C,19.0
YHR131C,16.0
YHR131W-A,
YHR132C,17.0
YHR132W-A,16.0
YHR133C,24.0
YHR134W,23.0
YHR135C,90.0
YHR136C,107.0
YHR137C-A,
YHR137W,82.0
YHR138C,52.0
YHR139C,56.0
YHR139C-A,9.0
YHR140W,55.0
YHR141C,63.0
YHR142W,54.0
YHR143W,66.0
YHR143W-A,43.0
YHR144C,26.0
YHR145C,41.0
YHR146W,81.0
YHR147C,33.0
YHR148W,28.0
YHR149C,32.0
YHR150W,30.0
YHR151C,27.0
YHR152W,43.0
YHR153C,33.0
YHR154W,38.0
YHR155W,32.0
YHR156C,43.0
YHR157W,36.0
YHR158C,19.0
YHR159W,21.0
YHR160C,37.0
YHR161C,32.0
YHR162W,34.0
YHR163W,35.0
YHR164C,21.0
YHR165C,19.0
YHR165W-A,
YHR166C,15.0
YHR167W,18.0
YHR168W,18.0
YHR169W,35.0
YHR170W,36.0
YHR171W,30.0
YHR172W,21.0
YHR173C,24.0
YHR174W,63.0
YHR175W,34.0
YHR175W-A,2.0
YHR176W,31.0
YHR177W,36.0
YHR178W,24.0
YHR179W,61.0
YHR180C-B,
YHR180W,23.0
YHR180W-A,
YHR181W,27.0
YHR182C-A,
YHR182W,21.0
YHR183W,46.0
YHR184W,41.0
YHR185C,24.0
YHR186C,21.0
YHR187W,12.0
YHR188C,33.0
YHR189W,30.0
YHR190W,56.0
YHR191C,19.0
YHR192W,21.0
YHR193C,34.0
YHR193C-A,
YHR194W,28.0
YHR195W,26.0
YHR196W,38.0
YHR197W,33.0
YHR198C,15.0
YHR199C,31.0
YHR199C-A,5.0
YHR200W,66.0
YHR201C,23.0
YHR202W,26.0
YHR203C,39.0
YHR204W,28.0
YHR205W,20.0
YHR206W,20.0
YHR207C,34.0
YHR208W,63.0
YHR209W,48.0
YHR210C,39.0
YHR211W,41.0
YHR212C,15.0
YHR212W-A,8.0
YHR213W,30.0
YHR213W-A,3.0
YHR213W-B,8.0
YHR214C-B,25.0
YHR214C-C,23.0
YHR214C-D,2.0
YHR214C-E,3.0
YHR214W,39.0
YHR214W-A,43.0
YHR215W,84.0
YHR216W,54.0
YHR217C,33.0
YHR218W,25.0
YHR218W-A,
YHR219C-A,
YHR219W,47.0
YIL001W,18.0
YIL002C,16.0
YIL002W-A,12.0
YIL003W,33.0
YIL004C,21.0
YIL005W,18.0
YIL006W,22.0
YIL007C,17.0
YIL008W,38.0
YIL009C-A,26.0
YIL009W,31.0
YIL010W,35.0
YIL011W,63.0
YIL012W,18.0
YIL013C,46.0
YIL014C-A,26.0
YIL014W,24.0
YIL015W,81.0
YIL016W,33.0
YIL017C,19.0
YIL018W,39.0
YIL019W,48.0
YIL020C,27.0
YIL020C-A,
YIL021C-A,
YIL021W,15.0
YIL022W,35.0
YIL023C,34.0
YIL024C,22.0
YIL025C,7.0
YIL026C,24.0
YIL027C,41.0
YIL028W,11.0
YIL029C,16.0
YIL029W-A,
YIL030C,23.0
YIL030W-A,
YIL031W,18.0
YIL032C,16.0
YIL033C,38.0
YIL034C,14.0
YIL035C,22.0
YIL036W,35.0
YIL037C,39.0
YIL038C,16.0
YIL039W,17.0
YIL040W,34.0
YIL041W,32.0
YIL042C,30.0
YIL043C,24.0
YIL044C,39.0
YIL045W,35.0
YIL046W,33.0
YIL046W-A,12.0
YIL047C,38.0
YIL047C-A,
YIL048W,27.0
YIL049W,26.0
YIL050W,36.0
YIL051C,56.0
YIL052C,51.0
YIL053W,60.0
YIL054W,21.0
YIL055C,37.0
YIL056W,51.0
YIL057C,60.0
YIL058W,12.0
YIL059C,22.0
YIL060W,29.0
YIL061C,15.0
YIL062C,27.0
YIL063C,20.0
YIL064W,26.0
YIL065C,24.0
YIL066C,59.0
YIL066W-A,
YIL067C,22.0
YIL068C,10.0
YIL068W-A,
YIL069C,42.0
YIL070C,44.0
YIL071C,12.0
YIL071W-A,
YIL072W,32.0
YIL073C,28.0
YIL074C,29.0
YIL075C,21.0
YIL076W,36.0
YIL077C,27.0
YIL078W,24.0
YIL079C,24.0
YIL082W,
YIL082W-A,24.0
YIL083C,24.0
YIL084C,26.0
YIL085C,15.0
YIL086C,18.0
YIL087C,47.0
YIL088C,26.0
YIL089W,22.0
YIL090W,26.0
YIL091C,31.0
YIL092W,19.0
YIL093C,18.0
YIL094C,37.0
YIL095W,26.0
YIL096C,33.0
YIL097W,29.0
YIL098C,43.0
YIL099W,72.0
YIL100C-A,
YIL100W,36.0
YIL101C,58.0
YIL102C,36.0
YIL102C-A,2.0
YIL103W,28.0
YIL104C,13.0
YIL105C,30.0
YIL105W-A,2.0
YIL106W,22.0
YIL107C,39.0
YIL108W,31.0
YIL109C,28.0
YIL110W,16.0
YIL111W,38.0
YIL112W,25.0
YIL113W,38.0
YIL114C,45.0
YIL115C,21.0
YIL115W-A,
YIL116W,42.0
YIL117C,79.0
YIL118W,55.0
YIL119C,76.0
YIL120W,27.0
YIL121W,55.0
YIL122W,37.0
YIL123W,64.0
YIL124W,46.0
YIL125W,34.0
YIL126W,20.0
YIL127C,45.0
YIL128W,22.0
YIL129C,27.0
YIL130W,27.0
YIL131C,21.0
YIL132C,23.0
YIL133C,53.0
YIL134C-A,3.0
YIL134W,27.0
YIL135C,21.0
YIL136W,54.0
YIL137C,24.0
YIL138C,34.0
YIL139C,28.0
YIL140W,31.0
YIL141W,26.0
YIL142C-A,
YIL142W,19.0
YIL143C,23.0
YIL144W,26.0
YIL145C,30.0
YIL146C,35.0
YIL147C,26.0
YIL148W,46.0
YIL149C,29.0
YIL150C,18.0
YIL151C,19.0
YIL152W,18.0
YIL153W,40.0
YIL154C,33.0
YIL155C,53.0
YIL156W,46.0
YIL156W-A,
YIL156W-B,
YIL157C,26.0
YIL158W,58.0
YIL159W,27.0
YIL160C,45.0
YIL161W,19.0
YIL162W,74.0
YIL163C,11.0
YIL164C,32.0
YIL165C,28.0
YIL166C,29.0
YIL167W,13.0
YIL169C,57.0
YIL170W,46.0
YIL171W,48.0
YIL171W-A,
YIL172C,42.0
YIL173W,26.0
YIL174W,16.0
YIL175W,28.0
YIL176C,44.0
YIL177C,33.0
YIL177W-A,
YIR001C,28.0
YIR002C,30.0
YIR003W,19.0
YIR004W,33.0
YIR005W,22.0
YIR006C,21.0
YIR007W,29.0
YIR008C,23.0
YIR009W,19.0
YIR010W,48.0
YIR011C,16.0
YIR012W,28.0
YIR013C,20.0
YIR014W,22.0
YIR015W,29.0
YIR016W,45.0
YIR017C,34.0
YIR017W-A,
YIR018C-A,20.0
YIR018W,38.0
YIR019C,81.0
YIR020C,36.0
YIR020C-B,
YIR020W-A,7.0
YIR021W,28.0
YIR021W-A,4.0
YIR022W,21.0
YIR023C-A,
YIR023W,19.0
YIR024C,21.0
YIR025W,23.0
YIR026C,26.0
YIR027C,36.0
YIR028W,40.0
YIR029W,31.0
YIR030C,33.0
YIR030W-A,
YIR031C,33.0
YIR032C,39.0
YIR033W,35.0
YIR034C,66.0
YIR035C,59.0
YIR036C,32.0
YIR036W-A,
YIR037W,29.0
YIR038C,35.0
YIR039C,41.0
YIR040C,10.0
YIR041W,35.0
YIR042C,42.0
YIR043C,40.0
YJL001W,24.0
YJL002C,21.0
YJL003W,27.0
YJL004C,21.0
YJL005W,22.0
YJL006C,18.0
YJL007C,17.0
YJL008C,21.0
YJL009W,18.0
YJL010C,21.0
YJL011C,19.0
YJL012C,33.0
YJL013C,18.0
YJL014W,12.0
YJL015C,11.0
YJL016W,32.0
YJL019W,23.0
YJL020C,29.0
YJL020W-A,
YJL022W,21.0
YJL023C,24.0
YJL024C,21.0
YJL025W,19.0
YJL026C-A,
YJL026W,57.0
YJL027C,26.0
YJL028W,18.0
YJL029C,27.0
YJL030W,20.0
YJL031C,27.0
YJL032W,8.0
YJL033W,30.0
YJL034W,46.0
YJL035C,21.0
YJL036W,26.0
YJL037W,34.0
YJL038C,39.0
YJL039C,18.0
YJL041W,17.0
YJL042W,33.0
YJL043W,33.0
YJL044C,46.0
YJL045W,39.0
YJL046W,14.0
YJL047C,16.0
YJL047C-A,15.0
YJL048C,55.0
YJL049W,29.0
YJL050W,34.0
YJL051W,41.0
YJL052C-A,12.0
YJL052W,72.0
YJL053W,28.0
YJL054W,13.0
YJL055W,22.0
YJL056C,35.0
YJL057C,38.0
YJL058C,15.0
YJL059W,16.0
YJL060W,32.0
YJL061W,17.0
YJL062W,33.0
YJL062W-A,10.0
YJL063C,35.0
YJL064W,10.0
YJL065C,13.0
YJL066C,25.0
YJL067W,13.0
YJL068C,32.0
YJL069C,29.0
YJL070C,17.0
YJL071W,16.0
YJL072C,13.0
YJL073W,25.0
YJL074C,23.0
YJL075C,12.0
YJL076W,85.0
YJL077C,26.0
YJL077W-A,8.0
YJL077W-B,13.0
YJL078C,57.0
YJL079C,75.0
YJL080C,34.0
YJL081C,11.0
YJL082W,29.0
YJL083W,16.0
YJL084C,22.0
YJL085W,15.0
YJL086C,19.0
YJL087C,18.0
YJL088W,56.0
YJL089W,52.0
YJL090C,16.0
YJL091C,21.0
YJL092W,27.0
YJL093C,23.0
YJL094C,22.0
YJL095W,22.0
YJL096W,22.0
YJL097W,27.0
YJL098W,26.0
YJL099W,16.0
YJL100W,26.0
YJL101C,47.0
YJL102W,36.0
YJL103C,26.0
YJL104W,26.0
YJL105W,34.0
YJL106W,39.0
YJL107C,45.0
YJL108C,36.0
YJL109C,21.0
YJL110C,32.0
YJL111W,19.0
YJL112W,18.0
YJL113W,6.0
YJL114W,12.0
YJL115W,57.0
YJL116C,50.0
YJL117W,23.0
YJL118W,36.0
YJL119C,21.0
YJL120W,13.0
YJL121C,34.0
YJL122W,46.0
YJL123C,27.0
YJL124C,42.0
YJL125C,6.0
YJL126W,13.0
YJL127C,14.0
YJL127C-B,9.0
YJL127W-A,1.0
YJL128C,14.0
YJL129C,16.0
YJL130C,28.0
YJL131C,20.0
YJL132W,23.0
YJL133C-A,19.0
YJL133W,29.0
YJL134W,29.0
YJL135W,17.0
YJL136C,40.0
YJL136W-A,8.0
YJL137C,19.0
YJL138C,23.0
YJL139C,17.0
YJL140W,24.0
YJL141C,37.0
YJL142C,41.0
YJL143W,30.0
YJL144W,65.0
YJL145W,38.0
YJL146W,20.0
YJL147C,19.0
YJL148W,74.0
YJL149W,32.0
YJL150W,16.0
YJL151C,35.0
YJL152W,27.0
YJL153C,79.0
YJL154C,22.0
YJL155C,24.0
YJL156C,16.0
YJL156W-A,8.0
YJL157C,37.0
YJL158C,69.0
YJL159W,59.0
YJL160C,36.0
YJL161W,36.0
YJL162C,21.0
YJL163C,36.0
YJL164C,41.0
YJL165C,20.0
YJL166W,45.0
YJL167W,46.0
YJL168C,23.0
YJL169W,11.0
YJL170C,51.0
YJL171C,33.0
YJL172W,38.0
YJL173C,23.0
YJL174W,16.0
YJL175W,13.0
YJL176C,16.0
YJL177W,39.0
YJL178C,31.0
YJL179W,21.0
YJL180C,36.0
YJL181W,13.0
YJL182C,14.0
YJL183W,21.0
YJL184W,28.0
YJL185C,23.0
YJL186W,25.0
YJL187C,19.0
YJL188C,45.0
YJL189W,35.0
YJL190C,47.0
YJL191W,37.0
YJL192C,23.0
YJL193W,23.0
YJL194W,37.0
YJL195C,11.0
YJL196C,70.0
YJL197C-A,
YJL197W,11.0
YJL198W,31.0
YJL199C,16.0
YJL200C,51.0
YJL201W,22.0
YJL202C,11.0
YJL203W,22.0
YJL204C,23.0
YJL205C,16.0
YJL206C,22.0
YJL207C,17.0
YJL208C,25.0
YJL209W,19.0
YJL210W,22.0
YJL211C,14.0
YJL212C,47.0
YJL213W,45.0
YJL214W,24.0
YJL215C,10.0
YJL216C,34.0
YJL217W,44.0
YJL218W,44.0
YJL219W,46.0
YJL220W,21.0
YJL221C,35.0
YJL222W,33.0
YJL222W-A,
YJL222W-B,
YJL223C,45.0
YJL225C,35.0
YJL225W-A,
YJR001W,23.0
YJR002W,23.0
YJR003C,33.0
YJR004C,50.0
YJR005C-A,6.0
YJR005W,16.0
YJR006W,21.0
YJR007W,32.0
YJR008W,41.0
YJR009C,53.0
YJR010C-A,26.0
YJR010W,44.0
YJR011C,41.0
YJR012C,16.0
YJR013W,19.0
YJR014W,24.0
YJR015W,40.0
YJR016C,47.0
YJR017C,20.0
YJR018W,14.0
YJR019C,24.0
YJR020W,26.0
YJR021C,22.0
YJR022W,19.0
YJR023C,11.0
YJR024C,22.0
YJR025C,49.0
YJR026W,28.0
YJR027W,34.0
YJR028W,24.0
YJR029W,28.0
YJR030C,31.0
YJR031C,10.0
YJR032W,14.0
YJR033C,19.0
YJR034W,23.0
YJR035W,13.0
YJR036C,19.0
YJR037W,9.0
YJR038C,12.0
YJR039W,16.0
YJR040W,11.0
YJR041C,23.0
YJR042W,14.0
YJR043C,29.0
YJR044C,51.0
YJR045C,37.0
YJR046W,48.0
YJR047C,53.0
YJR048W,77.0
YJR049C,20.0
YJR050W,29.0
YJR051W,23.0
YJR052W,21.0
YJR053W,24.0
YJR054W,35.0
YJR055W,18.0
YJR056C,20.0
YJR057W,16.0
YJR058C,22.0
YJR059W,32.0
YJR060W,25.0
YJR061W,29.0
YJR062C,14.0
YJR063W,32.0
YJR064W,17.0
YJR065C,15.0
YJR066W,18.0
YJR067C,10.0
YJR068W,8.0
YJR069C,17.0
YJR070C,38.0
YJR071W,20.0
YJR072C,17.0
YJR073C,30.0
YJR074W,20.0
YJR075W,23.0
YJR076C,18.0
YJR077C,45.0
YJR078W,47.0
YJR079W,28.0
YJR080C,10.0
YJR082C,17.0
YJR083C,18.0
YJR084W,16.0
YJR085C,40.0
YJR086W,38.0
YJR087W,25.0
YJR088C,19.0
YJR089W,25.0
YJR090C,17.0
YJR091C,29.0
YJR092W,35.0
YJR093C,14.0
YJR094C,66.0
YJR094W-A,55.0
YJR095W,45.0
YJR096W,43.0
YJR097W,20.0
YJR098C,20.0
YJR099W,22.0
YJR100C,31.0
YJR101W,33.0
YJR102C,29.0
YJR103W,31.0
YJR104C,55.0
YJR105W,32.0
YJR106W,24.0
YJR107W,24.0
YJR108W,34.0
YJR109C,41.0
YJR110W,25.0
YJR111C,20.0
YJR112W,42.0
YJR112W-A,3.0
YJR113C,33.0
YJR114W,18.0
YJR115W,40.0
YJR116W,46.0
YJR117W,38.0
YJR118C,28.0
YJR119C,36.0
YJR120W,24.0
YJR121W,56.0
YJR122W,32.0
YJR123W,36.0
YJR124C,32.0
YJR125C,18.0
YJR126C,14.0
YJR127C,39.0
YJR128W,22.0
YJR129C,25.0
YJR130C,22.0
YJR131W,32.0
YJR132W,25.0
YJR133W,23.0
YJR134C,13.0
YJR135C,18.0
YJR135W-A,44.0
YJR136C,15.0
YJR137C,47.0
YJR138W,21.0
YJR139C,31.0
YJR140C,12.0
YJR140W-A,
YJR141W,16.0
YJR142W,14.0
YJR143C,35.0
YJR144W,27.0
YJR145C,49.0
YJR146W,42.0
YJR147W,62.0
YJR148W,116.0
YJR149W,34.0
YJR150C,52.0
YJR151C,41.0
YJR151W-A,5.0
YJR152W,45.0
YJR153W,26.0
YJR154W,23.0
YJR155W,25.0
YJR156C,42.0
YJR157W,23.0
YJR158W,48.0
YJR159W,38.0
YJR160C,11.0
YJR161C,30.0
YJR162C,14.0
YKL001C,79.0
YKL002W,17.0
YKL003C,31.0
YKL004W,28.0
YKL005C,18.0
YKL006C-A,34.0
YKL006W,43.0
YKL007W,50.0
YKL008C,48.0
YKL009W,48.0
YKL010C,19.0
YKL011C,22.0
YKL012W,18.0
YKL013C,14.0
YKL014C,20.0
YKL015W,32.0
YKL016C,47.0
YKL017C,21.0
YKL018C-A,6.0
YKL018W,22.0
YKL019W,23.0
YKL020C,19.0
YKL021C,29.0
YKL022C,24.0
YKL023C-A,5.0
YKL023W,26.0
YKL024C,24.0
YKL025C,17.0
YKL026C,46.0
YKL027W,26.0
YKL028W,34.0
YKL029C,59.0
YKL030W,49.0
YKL031W,25.0
YKL032C,56.0
YKL033W,14.0
YKL033W-A,32.0
YKL034W,17.0
YKL035W,51.0
YKL036C,24.0
YKL037W,32.0
YKL038W,25.0
YKL039W,31.0
YKL040C,33.0
YKL041W,20.0
YKL042W,24.0
YKL043W,70.0
YKL044W,53.0
YKL045W,36.0
YKL046C,16.0
YKL047W,22.0
YKL048C,18.0
YKL049C,42.0
YKL050C,24.0
YKL051W,66.0
YKL052C,34.0
YKL053C-A,39.0
YKL053W,13.0
YKL054C,25.0
YKL055C,25.0
YKL056C,28.0
YKL057C,30.0
YKL058W,35.0
YKL059C,25.0
YKL060C,51.0
YKL061W,26.0
YKL062W,61.0
YKL063C,39.0
YKL064W,23.0
YKL065C,30.0
YKL065W-A,4.0
YKL066W,31.0
YKL067W,47.0
YKL068W,32.0
YKL068W-A,14.0
YKL069W,37.0
YKL070W,34.0
YKL071W,36.0
YKL072W,35.0
YKL073W,40.0
YKL074C,23.0
YKL075C,15.0
YKL076C,14.0
YKL077W,23.0
YKL078W,35.0
YKL079W,20.0
YKL080W,22.0
YKL081W,56.0
YKL082C,46.0
YKL083W,13.0
YKL084W,43.0
YKL085W,53.0
YKL086W,40.0
YKL087C,37.0
YKL088W,18.0
YKL089W,26.0
YKL090W,19.0
YKL091C,40.0
YKL092C,23.0
YKL093W,38.0
YKL094W,22.0
YKL095W,29.0
YKL096C-B,19.0
YKL096W,82.0
YKL096W-A,71.0
YKL097C,38.0
YKL098W,24.0
YKL099C,35.0
YKL100C,26.0
YKL100W-A,
YKL101W,31.0
YKL102C,22.0
YKL103C,63.0
YKL104C,34.0
YKL105C,22.0
YKL106C-A,6.0
YKL106W,28.0
YKL107W,39.0
YKL108W,25.0
YKL109W,74.0
YKL110C,42.0
YKL111C,16.0
YKL112W,22.0
YKL113C,30.0
YKL114C,17.0
YKL115C,18.0
YKL116C,26.0
YKL117W,23.0
YKL118W,11.0
YKL119C,36.0
YKL120W,95.0
YKL121W,19.0
YKL122C,37.0
YKL123W,21.0
YKL124W,24.0
YKL125W,26.0
YKL126W,14.0
YKL127W,33.0
YKL128C,26.0
YKL129C,23.0
YKL130C,23.0
YKL131W,11.0
YKL132C,28.0
YKL133C,27.0
YKL134C,14.0
YKL135C,15.0
YKL136W,15.0
YKL137W,35.0
YKL138C,44.0
YKL138C-A,12.0
YKL139W,21.0
YKL140W,27.0
YKL141W,36.0
YKL142W,50.0
YKL143W,41.0
YKL144C,27.0
YKL145W,22.0
YKL145W-A,
YKL146W,32.0
YKL147C,13.0
YKL148C,39.0
YKL149C,43.0
YKL150W,48.0
YKL151C,52.0
YKL152C,35.0
YKL153W,32.0
YKL154W,22.0
YKL155C,22.0
YKL156C-A,
YKL156W,53.0
YKL157W,33.0
YKL159C,30.0
YKL160W,37.0
YKL161C,39.0
YKL162C,27.0
YKL162C-A,25.0
YKL163W,75.0
YKL164C,65.0
YKL165C,42.0
YKL165C-A,6.0
YKL166C,20.0
YKL167C,23.0
YKL168C,26.0
YKL169C,27.0
YKL170W,23.0
YKL171W,24.0
YKL172W,45.0
YKL173W,23.0
YKL174C,24.0
YKL175W,31.0
YKL176C,21.0
YKL177W,54.0
YKL178C,54.0
YKL179C,28.0
YKL180W,33.0
YKL181W,29.0
YKL182W,45.0
YKL183C-A,3.0
YKL183W,35.0
YKL184W,22.0
YKL185W,40.0
YKL186C,24.0
YKL187C,46.0
YKL188C,22.0
YKL189W,22.0
YKL190W,17.0
YKL191W,21.0
YKL192C,35.0
YKL193C,19.0
YKL194C,26.0
YKL195W,32.0
YKL196C,38.0
YKL197C,29.0
YKL198C,44.0
YKL201C,44.0
YKL202W,20.0
YKL203C,18.0
YKL204W,23.0
YKL205W,23.0
YKL206C,53.0
YKL207W,19.0
YKL208W,30.0
YKL209C,49.0
YKL210W,33.0
YKL211C,28.0
YKL212W,29.0
YKL213C,19.0
YKL214C,32.0
YKL215C,24.0
YKL216W,67.0
YKL217W,54.0
YKL218C,37.0
YKL219W,29.0
YKL220C,39.0
YKL221W,27.0
YKL222C,16.0
YKL223W,11.0
YKL224C,35.0
YKL225W,25.0
YKR001C,24.0
YKR002W,14.0
YKR003W,24.0
YKR004C,27.0
YKR005C,20.0
YKR006C,20.0
YKR007W,21.0
YKR008W,20.0
YKR009C,35.0
YKR010C,21.0
YKR011C,42.0
YKR012C,49.0
YKR013W,69.0
YKR014C,21.0
YKR015C,19.0
YKR016W,25.0
YKR017C,19.0
YKR018C,19.0
YKR019C,22.0
YKR020W,22.0
YKR021W,18.0
YKR022C,25.0
YKR023W,37.0
YKR024C,46.0
YKR025W,28.0
YKR026C,24.0
YKR027W,22.0
YKR028W,14.0
YKR029C,18.0
YKR030W,25.0
YKR031C,19.0
YKR032W,17.0
YKR033C,10.0
YKR034W,32.0
YKR035C,
YKR035W-A,20.0
YKR036C,16.0
YKR037C,20.0
YKR038C,29.0
YKR039W,51.0
YKR040C,35.0
YKR041W,39.0
YKR042W,74.0
YKR043C,24.0
YKR044W,24.0
YKR045C,21.0
YKR046C,36.0
YKR047W,15.0
YKR048C,34.0
YKR049C,37.0
YKR050W,20.0
YKR051W,19.0
YKR052C,25.0
YKR053C,39.0
YKR054C,19.0
YKR055W,27.0
YKR056W,41.0
YKR057W,50.0
YKR058W,37.0
YKR059W,29.0
YKR060W,23.0
YKR061W,52.0
YKR062W,25.0
YKR063C,20.0
YKR064W,23.0
YKR065C,28.0
YKR066C,28.0
YKR067W,30.0
YKR068C,22.0
YKR069W,36.0
YKR070W,16.0
YKR071C,24.0
YKR072C,24.0
YKR073C,17.0
YKR074W,22.0
YKR075C,50.0
YKR075W-A,
YKR076W,47.0
YKR077W,36.0
YKR078W,23.0
YKR079C,27.0
YKR080W,45.0
YKR081C,40.0
YKR082W,19.0
YKR083C,22.0
YKR084C,18.0
YKR085C,34.0
YKR086W,30.0
YKR087C,21.0
YKR088C,20.0
YKR089C,25.0
YKR090W,23.0
YKR091W,44.0
YKR092C,49.0
YKR093W,90.0
YKR094C,45.0
YKR095W,28.0
YKR095W-A,4.0
YKR096W,25.0
YKR097W,50.0
YKR098C,31.0
YKR099W,36.0
YKR100C,23.0
YKR101W,28.0
YKR102W,45.0
YKR103W,18.0
YKR104W,22.0
YKR105C,21.0
YKR106W,39.0
YLL001W,35.0
YLL002W,28.0
YLL003W,19.0
YLL004W,22.0
YLL005C,27.0
YLL006W,30.0
YLL006W-A,5.0
YLL007C,15.0
YLL008W,42.0
YLL009C,57.0
YLL010C,39.0
YLL011W,38.0
YLL012W,40.0
YLL013C,32.0
YLL014W,28.0
YLL015W,23.0
YLL016W,26.0
YLL017W,18.0
YLL018C,44.0
YLL018C-A,28.0
YLL019C,34.0
YLL019W-A,
YLL020C,18.0
YLL021W,21.0
YLL022C,38.0
YLL023C,51.0
YLL024C,50.0
YLL025W,28.0
YLL026W,67.0
YLL027W,29.0
YLL028W,51.0
YLL029W,26.0
YLL030C,13.0
YLL031C,23.0
YLL032C,30.0
YLL033W,27.0
YLL034C,54.0
YLL035W,16.0
YLL036C,21.0
YLL037W,31.0
YLL038C,23.0
YLL039C,46.0
YLL040C,21.0
YLL041C,47.0
YLL042C,20.0
YLL043W,21.0
YLL044W,
YLL045C,29.0
YLL046C,35.0
YLL047W,
YLL048C,16.0
YLL049W,30.0
YLL050C,26.0
YLL051C,32.0
YLL052C,40.0
YLL053C,26.0
YLL054C,22.0
YLL055W,42.0
YLL056C,26.0
YLL057C,35.0
YLL058W,32.0
YLL059C,14.0
YLL060C,33.0
YLL061W,51.0
YLL062C,32.0
YLL063C,21.0
YLL064C,34.0
YLL065W,31.0
YLL066C,37.0
YLL066W-A,
YLL066W-B,12.0
YLL067C,45.0
YLL067W-A,
YLR001C,20.0
YLR002C,29.0
YLR003C,18.0
YLR004C,31.0
YLR005W,17.0
YLR006C,20.0
YLR007W,18.0
YLR008C,30.0
YLR009W,29.0
YLR010C,20.0
YLR011W,29.0
YLR012C,28.0
YLR013W,28.0
YLR014C,17.0
YLR015W,18.0
YLR016C,15.0
YLR017W,15.0
YLR018C,17.0
YLR019W,22.0
YLR020C,19.0
YLR021W,18.0
YLR022C,34.0
YLR023C,43.0
YLR024C,20.0
YLR025W,34.0
YLR026C,39.0
YLR027C,39.0
YLR028C,40.0
YLR029C,35.0
YLR030W,41.0
YLR031W,33.0
YLR032W,21.0
YLR033W,28.0
YLR034C,39.0
YLR035C,28.0
YLR035C-A,44.0
YLR036C,23.0
YLR037C,32.0
YLR038C,53.0
YLR039C,17.0
YLR040C,58.0
YLR041W,47.0
YLR042C,74.0
YLR043C,47.0
YLR044C,67.0
YLR045C,26.0
YLR046C,30.0
YLR047C,47.0
YLR048W,38.0
YLR049C,86.0
YLR050C,32.0
YLR051C,43.0
YLR052W,16.0
YLR053C,33.0
YLR054C,45.0
YLR055C,32.0
YLR056W,62.0
YLR057W,25.0
YLR058C,52.0
YLR059C,22.0
YLR060W,42.0
YLR061W,49.0
YLR062C,45.0
YLR063W,25.0
YLR064W,35.0
YLR065C,29.0
YLR066W,31.0
YLR067C,27.0
YLR068W,42.0
YLR069C,32.0
YLR070C,36.0
YLR071C,16.0
YLR072W,16.0
YLR073C,35.0
YLR074C,38.0
YLR075W,40.0
YLR076C,31.0
YLR077W,16.0
YLR078C,19.0
YLR079W,42.0
YLR080W,48.0
YLR081W,48.0
YLR082C,30.0
YLR083C,38.0
YLR084C,43.0
YLR085C,30.0
YLR086W,23.0
YLR087C,17.0
YLR088W,23.0
YLR089C,69.0
YLR090W,33.0
YLR091W,16.0
YLR092W,39.0
YLR093C,25.0
YLR094C,33.0
YLR095C,23.0
