max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
331,2544,4733,733,732
3150,2426,4474,2070,4847
4644,3188,2304,4393,1295
1149,2056,1509,6595,862
2529,6098,1273,5426,6458
3913,-2,-2,-2,-2
5380,3912,6325,2847,5084
4705,1880,5419,5032,5208
3999,3838,4975,840,4065
5137,538,638,2038,5217
4674,4051,3725,3885,1095
3692,5059,5498,419,5741
3011,4548,3343,160,5550
1555,3285,1059,1540,4968
1868,5751,5051,4722,6075
4549,4201,2504,3545,35
916,6638,3672,1513,2658
5954,3983,4325,6251,6168
5471,6569,3817,5955,926
3501,1262,2454,4403,6008
4445,5009,273,3359,6049
818,6498,3179,4778,1349
360,692,3135,2292,1196
3526,1650,5040,1212,972
4929,5248,5919,5292,4834
4065,3756,-2,-2,-2
3934,-2,-2,-2,-2
1105,2637,3370,1761,1978
3936,2690,2361,3236,4820
5388,3663,6646,4107,3706
3083,4010,1985,22,444
2156,1048,1248,2486,1379
2647,4638,3449,3998,2266
5262,4722,5051,1868,271
3942,2100,3072,6181,4361
3941,1734,4823,169,6235
6618,3172,736,6689,6690
4471,1086,4497,5833,3726
6176,1582,1268,2348,2932
5264,2899,6067,1412,1751
586,4525,1377,4909,2223
3949,2823,2069,4079,1893
5369,5561,2630,2341,1749
3161,4281,2217,5697,2909
4223,3353,3549,4649,3354
4065,5395,1890,3725,4554
894,4323,5079,6088,4116
4367,5915,1350,6245,2688
6017,1494,2897,1559,6603
536,911,1906,4491,5925
6020,4802,6168,4325,146
2244,4111,846,298,446
4365,1635,2043,6657,6629
2543,5699,2144,6633,3402
3327,2268,4300,1519,522
5530,6207,3026,466,1438
3692,3169,2569,6545,2369
4047,2852,5305,2856,5174
739,1592,3536,3761,2008
3540,3364,3407,3036,6221
3543,6249,1308,2472,2459
5919,3148,823,6601,3991
4989,1477,5854,1544,1297
484,2058,6637,3634,1083
1016,918,983,4065,4657
2187,6506,3013,1135,5363
2663,3103,1243,4617,3756
4552,2698,315,4829,3531
159,6390,3805,2570,5405
3703,3977,5357,3480,2254
3976,-2,-2,-2,-2
190,4846,4740,1523,5917
5802,4013,4285,424,1853
5871,3418,2760,3310,4014
4325,6168,924,5954,3369
4141,1051,4957,52,539
5066,1869,2856,802,6375
890,3537,2196,4311,3723
1248,1379,2156,3938,3717
5111,4873,5301,1128,583
3321,5256,5375,4566,4626
4984,2504,3545,4201,1486
6481,6352,5489,5959,6257
1139,4825,1121,5569,6313
3813,5477,5993,3762,3148
891,6635,4335,2773,424
2989,1853,47,5822,6423
6061,783,4300,4278,5066
6339,6667,3478,5902,2192
846,298,446,6560,1804
3449,3939,4638,2647,3296
3449,3939,4638,2647,877
2250,4481,5910,3915,5764
5235,4497,5686,2157,489
5863,1840,5051,4270,1868
879,1187,4476,1897,4216
3875,3698,3904,3367,5601
812,4569,1278,4671,2056
3227,2991,4928,1851,5879
665,5541,3024,708,1097
5541,3024,665,5628,4005
5055,4009,2644,6136,1878
650,4008,5055,6136,1159
3083,444,6507,3372,3937
5369,3375,5142,2637,258
6005,5311,6422,2171,4584
4671,6632,4383,1662,313
2024,3980,2977,6111,4028
8,2318,5558,58,5239
4065,2117,-2,-2,-2
4547,5668,5303,2985,1447
5066,802,1721,5174,6200
3872,2395,6292,4029,274
5779,4789,6199,5828,1396
3327,5066,3769,522,5000
5488,710,5094,5820,3991
4019,5523,1919,22,938
3882,625,3582,2331,3041
665,5628,1176,4072,1475
-2,-2,-2,-2,-2
-2,-2,-2,-2,-2
3872,2395,5912,6292,4019
3872,2395,6292,4019,2884
4032,926,4031,4987,875
4030,-2,-2,-2,-2
4030,2864,6354,5639,5606
4434,5394,1899,5980,5419
3375,1689,6157,3170,5141
1284,4888,6485,5909,4100
4954,6405,5117,5761,4038
764,4120,5109,3491,3204
5761,1214,6405,5177,5117
6525,6216,3618,2112,3705
5894,3145,5178,3144,6215
2319,1135,1929,1552,3394
4347,4045,1503,4044,4043
2239,1358,4171,1392,2966
4984,4731,4023,6500,6467
6575,5874,4634,1616,3406
6200,6020,1721,4802,2207
3964,5305,2852,5784,2346
5900,1729,4984,989,4652
-2,-2,-2,-2,-2
2732,4056,4309,160,5689
336,4699,6009,310,2143
1143,1768,5122,5976,3418
5801,3300,6664,1221,3822
2945,488,5346,5476,4923
4197,2468,6574,1612,3173
2198,6233,4145,4050,4047
846,298,446,6560,1804
6354,3207,5385,2543,822
4823,-2,-2,-2,-2
5541,2533,4676,3568,2560
5071,6336,2897,1145,5077
1998,4848,5861,5257,1170
4130,4116,2000,2167,2732
4065,6665,3429,6367,3842
4064,3429,6367,3842,3049
4067,414,4061,1966,5934
4066,4069,5725,732,5724
4743,4071,898,4072,2580
3194,4067,4071,4070,5725
2281,2531,2376,1831,10
4068,4070,4069,4073,4072
1585,615,5826,-2,3252
4074,4071,2425,2728,1305
4073,4283,1831,2281,1764
1475,5894,5005,6081,5722
5548,81,579,3204,2738
4080,4079,4081,4078,4082
4079,3205,4595,3492,4081
4078,4081,2024,3009,4080
393,4208,3336,4077,4081
3006,2744,4597,5465,4595
4081,4080,4078,4077,1997
0,5771,5902,4065,2607
5066,2856,802,6375,1721
2268,642,611,5886,1355
5609,6378,5884,6427,3620
1367,1115,6514,1925,1530
1015,5500,730,3390,4197
4503,5586,1645,1344,878
3036,3540,6221,3364,3407
5066,1869,2856,802,6375
1000,1119,551,4580,4339
5762,1311,3860,1305,658
18,998,4065,4095,1002
3226,447,4587,18,6177
4545,4717,3891,3392,5045
1541,440,6299,2887,86
2271,3211,5480,6222,5064
6577,6527,3861,4231,1469
4888,4633,861,4915,4714
5779,5340,5502,4778,5433
5488,710,5094,5820,3991
6305,3881,4302,2638,438
5286,6472,6375,2855,1454
5659,3313,3704,5745,4812
2153,4856,789,2111,2238
4542,3936,1557,3597,3663
4968,3014,5814,1235,2722
995,3392,71,2157,489
1478,2588,4476,2334,4141
846,298,446,6560,1804
4113,4883,4065,2056,3899
4112,221,1005,2602,1608
724,6103,2183,2153,1129
4739,2070,3150,3908,6491
2000,5682,2805,4812,1655
1955,930,1134,5647,750
2392,1373,5006,681,686
4954,6405,4065,3966,1550
764,3491,4037,3204,5109
6703,5801,2064,2807,3431
1178,4369,3319,3926,1262
1684,4517,6350,3854,4124
4123,647,700,4795,6350
5313,1302,3133,3913,645
6249,4629,4193,1414,3599
45,5642,3726,4219,2948
609,1695,3170,1733,3286
5916,5906,3510,3620,4588
4063,5712,3895,4317,6139
846,298,446,6560,1804
5158,4133,65,4362,4065
5027,6324,4132,3761,2115
3769,5228,4021,1400,1519
1966,5934,770,1236,1833
2279,6290,5308,4589,6225
2822,2869,5448,1303,2328
5708,335,1219,1461,2637
2430,4765,2754,4973,2105
3627,2984,502,2132,1108
3982,4957,1051,4878,1677
2662,4191,6481,5080,3981
1979,6505,205,5654,4028
846,298,446,6560,1804
4144,2198,6502,4159,4056
3116,5174,404,547,5207
1284,1887,984,5909,427
363,1232,2083,2114,99
3504,3233,4659,4699,5841
6690,4306,2485,2606,814
2123,4764,2657,5000,6035
5932,526,2164,1288,982
2872,2577,4471,6532,3381
2224,5695,2817,1740,1364
2885,817,58,1637,2318
1105,6242,310,5524,6023
1869,5228,6251,1721,1140
846,298,446,6560,4879
4158,2198,4145,6502,4056
5607,93,5007,2556,1442
3014,2722,4108,4377,3873
1960,424,6579,6578,1389
2007,4356,6654,4165,2670
269,268,270,4654,1040
4239,4235,4164,4653,6315
5697,4167,4165,1855,2649
6051,2411,4470,2275,697
4643,1556,1395,5225,2366
4381,227,2059,1386,4503
2867,1527,1868,3262,2938
1504,2966,1392,4586,4043
995,71,1150,1987,3778
4090,6265,1378,4777,1659
6575,6056,5336,4045,2526
3505,3634,5400,6637,2058
5844,4968,2311,175,2722
4603,6671,5378,6117,2129
4796,520,2041,3323,1162
1933,3142,5751,4951,1655
1389,4328,907,556,1362
645,5583,785,5816,1821
2967,5674,5919,2402,6601
5578,5388,3936,3706,3663
2092,4606,2835,2430,2754
4184,4988,5251,1974,5985
777,2068,213,3237,2340
4671,5396,6595,5385,6648
2181,3331,3178,1887,309
6241,88,4813,3221,5344
729,1140,2852,6251,6020
4142,5061,5731,5573,5175
4548,3367,2103,2342,882
2593,4629,3018,4126,1523
2575,3766,3726,5995,5715
4194,5195,1191,4138,1189
683,1487,632,1596,5821
5290,1860,1806,5956,1015
3901,3807,3712,2544,5868
3587,6565,5923,4815,5443
4984,3742,1427,6340,3079
3849,5900,1729,318,4984
2796,5446,475,5452,1320
589,6223,2590,4107,6158
5361,2378,1185,1694,2355
4206,6372,-2,-2,-2
4205,4297,3770,2355,4204
4208,4065,-2,-2,-2
4207,3336,393,4080,1723
4210,4211,4212,4214,4213
4392,4209,4390,4145,2316
613,276,898,4209,6190
777,213,2340,1157,3685
907,4419,5693,1180,2367
3327,5066,3769,522,5000
3851,3037,5103,5016,3313
4396,5283,1187,5183,4795
814,1905,4048,2664,170
2585,1188,2371,5248,6269
4127,45,3726,2458,5642
501,355,4958,1455,2927
6141,2167,1192,1699,1138
2232,6384,1488,1687,280
3354,3391,1076,1526,3353
814,1043,5066,3290,1995
4226,1844,-2,-2,-2
5044,6044,147,136,3280
2790,1742,3677,6270,6105
521,4275,3125,200,3868
5315,288,365,6392,291
36,533,2821,2396,432
5605,3861,6527,4099,2828
4233,6529,1379,3175,4065
5900,4984,989,4652,6552
4516,1,5003,1117,848
4740,5917,1635,4461,4239
458,2440,409,5263,1663
3856,5301,5593,4111,3619
2163,369,2774,5907,3213
4235,4165,4264,4241,74
6219,137,62,6131,4867
1335,5187,4247,4245,4243
4247,4245,4243,4248,76
4245,4242,4247,4248,4065
5347,5891,6020,5348,6234
4247,4243,4242,4248,76
4721,1995,3670,1809,3386
4245,4243,4242,4248,76
4247,4245,4243,4242,76
4251,4252,4258,4261,5352
4065,-2,-2,-2,-2
4249,4252,4258,4261,3585
4251,4258,4261,4249,1076
5006,4270,4051,1180,3996
5006,5112,4270,2656,4051
-2,-2,-2,-2,-2
-2,-2,-2,-2,-2
4065,-2,-2,-2,-2
4251,4252,4261,4249,1076
4065,-2,-2,-2,-2
-2,-2,-2,-2,-2
4109,4251,3392,5612,3778
-2,-2,-2,-2,-2
5039,4239,2565,1485,452
4239,452,4065,4267,1527
5801,2064,1652,2774,2566
6596,3841,15,5445,667
3814,4875,3300,4053,3822
2159,5991,2550,1951,6376
1724,3087,1207,3345,2333
846,298,446,6560,1804
3718,4296,1231,5292,2416
4274,-2,-2,-2,-2
6486,3807,6428,2708,3499
3050,6674,4272,-2,-2
3868,3125,200,521,4228
3028,3739,3896,4065,6364
5148,4644,5875,62,5235
5066,2857,3126,5000,6381
874,741,371,399,2469
2043,1635,1118,6503,6412
4740,5075,2855,2633,5917
5916,5906,5308,3802,2226
1831,1764,1573,6442,4074
1557,6646,3936,5388,4107
5822,424,5435,47,5478
5456,2292,5622,3929,1254
5340,4659,6528,5350,6502
846,298,446,6560,1804
3327,3769,522,6381,4849
5402,424,5004,3446,3525
6439,6481,1097,5079,2278
886,3292,726,6507,1495
6079,5430,1785,3802,2309
1321,3476,836,1390,4776
6118,333,5090,1499,1128
3718,2416,1231,4271,5292
4539,4206,308,5100,3141
1738,972,396,3020,6070
6061,5594,3848,4890,5000
3327,5066,3769,522,4278
4300,4278,4145,3465,2823
3881,438,2638,4103,6305
5275,2449,1625,4702,3444
2640,2215,5864,4721,5653
4304,3216,4306,-2,-2
2485,6682,3185,4150,6352
4919,4401,3809,4321,3185
5920,4396,3423,3361,2459
5366,2305,172,3212,2934
472,1093,4630,5562,4614
3984,6243,890,5698,3132
5896,1469,5261,3600,4351
424,398,2094,4748,4788
390,4346,354,6280,2049
2946,5244,6005,6603,1418
4421,4422,1437,2529,3779
4771,4812,2167,1892,4535
1744,5234,2883,3501,4809
5761,1265,6405,4954,3789
4319,-2,-2,-2,-2
3872,2395,997,2485,6696
4842,4782,6160,2457,2505
3226,3396,3953,4116,894
5228,5509,2174,3848,6200
3327,5066,3769,522,4278
4327,-2,-2,-2,-2
6562,2461,611,5339,3784
4180,1362,4469,1389,556
4065,3665,3066,2566,3417
6631,3263,3812,2489,4723
5648,2267,5921,5348,56
5006,4270,4051,1180,3996
5006,5112,5142,4270,4051
4973,4824,2851,6523,4139
469,238,911,5424,48
1417,5554,5753,473,4335
228,3520,3317,3573,1498
5791,626,4337,1292,5223
4433,3019,1000,2396,4863
4958,6180,3208,1455,87
4342,1084,4340,97,2279
4341,4340,782,1858,2782
851,1508,4619,3655,6378
5245,4779,4806,2033,3422
52,3301,5944,3869,1189
925,6280,207,2049,4477
4042,6023,1871,1503,445
3319,6549,5488,5803,5499
418,5231,4084,3567,6569
220,1738,2880,971,1140
5481,4312,1469,2917,6520
5670,5215,3142,407,1215
2183,1129,2153,724,344
4197,3390,138,2410,3429
4984,6539,377,5872,5332
2007,4985,843,4163,1591
4358,2372,1295,4281,2855
4357,2633,5917,5023,4281
5976,8,5653,2640,2179
6017,2315,3955,609,6336
4164,6161,6228,896,2296
1137,1317,5481,1885,2583
5481,1469,4351,1781,6520
5565,2865,5100,995,5331
1635,3401,6629,3959,3700
3540,5753,4954,6405,5981
3954,3397,1350,449,2688
4369,4307,5689,3380,2780
1880,1555,1178,4122,1997
2836,2062,1973,4702,3504
6108,3093,1876,1341,399
1008,2823,4065,2198,5913
846,298,446,6560,1804
2186,5735,668,5060,4863
1475,123,5503,2580,4682
4864,1431,4786,2436,6189
3014,4161,6654,5814,1235
3517,2385,1854,-2,-2
5917,2270,1031,4281,2872
5473,2216,2666,4549,5347
4169,1386,227,2059,6373
4365,1779,1876,5922,300
4187,3176,87,313,1560
5900,4984,4652,6552,1894
5174,6200,5954,4325,5228
4199,3587,6565,5443,1357
721,6138,1941,4578,2953
4390,4389,-2,-2,-2
4390,4360,5665,348,4435
4392,4210,5674,4402,4389
-2,-2,-2,-2,-2
4390,4210,4402,5252,6268
3909,2304,5325,3514,4644
2716,4065,3456,-2,-2
537,6539,5134,547,3625
4216,2915,1437,2122,1867
4396,-2,-2,-2,-2
298,446,3089,3399,1804
298,446,3089,3399,1804
6358,6125,399,1928,1268
410,707,5301,6291,4319
5557,4390,4304,887,1251
3501,3926,1262,2454,6008
6002,436,6252,1823,4498
1032,4450,2193,2602,1396
4407,3678,4515,5631,6477
3678,6236,4406,1444,3617
1266,3254,6484,169,-2
5931,1273,6620,304,2123
5900,1286,3079,4233,4384
4412,-2,-2,-2,-2
2077,6249,5602,3361,557
2668,5935,4396,3190,2212
4404,1223,960,2768,3564
2573,2574,2552,1350,4065
1831,2531,5400,2058,3505
5468,5148,5875,3617,1792
3887,1255,3360,2047,4983
907,6524,4213,5693,6159
5002,4123,774,4065,4130
1437,4396,4240,62,4422
1437,4396,4240,62,4421
429,4369,3261,6553,6401
5839,5215,4335,3262,3429
4426,4864,2864,4277,173
5893,6507,207,4425,5638
6335,1383,3596,2604,2689
6301,5980,6059,5501,4434
656,2875,3571,2429,3586
1452,4432,6174,1376,1306
3291,5620,6520,1206,4432
4431,4430,4718,4545,5260
4339,2836,3019,988,5060
4033,5394,1998,1899,3187
6634,3302,2927,5693,6595
2070,3150,6491,3908,4739
3614,286,5797,3920,2613
4984,4048,5480,5368,2271
1550,6485,2923,836,4975
846,298,446,6560,1804
6577,5851,4719,433,1892
1796,905,2045,2628,1635
2840,5957,2080,5247,5896
2930,2712,4892,2312,1766
3359,5009,3927,6049,273
4447,1546,1163,1650,4065
4491,5738,5407,5616,2441
2244,4111,846,298,446
2496,1693,4459,5781,2126
3138,85,4405,2027,3175
3289,3746,6571,1053,4018
1998,5925,4866,800,1457
4452,3790,4734,224,1198
4455,4056,667,4922,2815
1128,846,298,446,6560
1595,2040,2039,2962,2523
6635,2399,5086,238,273
6279,6285,2110,2338,2341
6145,5935,4449,1693,2668
846,298,446,6560,1804
3419,5696,4497,1717,3130
2402,5906,4548,2597,5916
5312,4405,5836,5089,5929
4463,-2,-2,-2,-2
4466,3689,3572,6346,567
4465,1999,-2,-2,-2
5074,1098,311,3887,2408
6270,950,4861,4109,1590
907,1389,1362,4180,4328
6051,697,4167,2528,277
6532,376,463,5364,4497
4865,3511,590,597,3646
5636,3172,886,5578,5239
3150,2070,3908,4847,714
4474,3072,5260,2947,1818
92,4878,5343,3600,5078
4346,6280,354,390,2049
2841,2845,5828,5747,1828
4065,3529,1897,2462,5062
612,1860,3390,1142,936
4835,4482,3999,5910,3177
4481,5788,155,2912,2966
4486,-2,-2,-2,-2
264,1585,6216,6249,1135
4065,2870,-2,-2,-2
4483,-2,-2,-2,-2
298,1804,3643,4669,2769
1389,444,1270,907,3062
2112,6296,5981,894,6216
509,800,3675,3560,5506
6635,5738,5205,4447,3142
693,423,784,4973,663
6288,5075,2442,1600,3097
4495,646,-2,-2,-2
6211,4494,2381,4688,3623
1114,3156,2691,2643,3352
4000,463,1792,2624,4471
1823,3259,6252,1123,1736
2019,4500,3655,5372,2015
3409,3931,3060,4499,1596
3631,6504,364,1306,6174
2568,1055,2649,1402,6256
5586,1645,4089,1344,878
6260,6244,2583,2965,5093
2366,4643,505,1556,1236
5451,2047,5166,2049,4346
2944,6472,2125,6375,281
846,298,446,6560,1804
3996,4051,1646,3613,5050
2668,2299,3765,3766,2572
2668,2299,3765,3766,2572
2050,3344,6075,234,6487
6690,6696,6236,6689,1277
835,1955,1645,2712,2349
6703,2807,3431,1652,4121
1,5003,1117,4234,848
4091,4157,1140,3238,6251
6662,2312,5815,5355,5111
2366,5225,1556,4505,5142
4519,-2,-2,-2,-2
4535,-2,-2,-2,-2
4802,6376,6020,146,5174
-2,-2,-2,-2,-2
4327,2985,6127,1210,6562
586,3947,1377,5177,5993
3385,5650,2832,5175,843
2244,4111,446,3089,6560
4065,-2,-2,-2,-2
5357,4855,2669,6213,5043
1419,5201,2175,1627,3727
3327,5066,4890,3769,522
1049,1371,5907,5143,1216
5006,4270,4051,1180,3996
991,1547,998,1072,3633
2949,4019,1326,4771,4317
4065,994,2637,-2,-2
4732,5596,555,4281,4282
5020,3802,6077,1563,4678
4297,4655,308,5567,5968
4065,2022,2308,3187,1456
6595,-2,-2,-2,-2
6158,3663,589,4107,3706
2344,5705,555,5862,2312
4018,718,3924,406,938
3392,3891,4096,4717,1649
3258,4699,6009,2777,1739
4335,4017,5303,6124,3188
6328,1054,6658,2277,6507
2216,4201,3922,989,2666
6635,6224,2441,983,5205
6131,1030,5555,267,1144
3974,2698,315,4829,3531
4554,6407,-2,-2,-2
1998,800,4062,1170,5506
6354,5374,916,2643,5784
3443,925,2049,2277,6658
4988,4660,3004,5343,117
366,3867,5138,3833,4662
4560,4125,-2,-2,-2
2287,831,5330,3671,5886
5083,6355,3228,679,4905
4663,874,5978,3282,2563
4565,-2,-2,-2,-2
5042,3849,5900,148,6552
6270,3348,6076,3861,2790
5891,5408,4626,1474,3321
5381,2242,1569,2194,5814
846,298,446,6560,1804
812,3459,1278,4004,5141
2601,5417,4571,5826,366
4570,221,2838,5417,5950
1516,1341,1577,2712,2982
463,5364,620,4497,2353
1655,4808,389,6399,2384
846,298,446,6560,1804
5174,3983,1721,4802,3848
4738,4979,2558,2903,2754
597,2102,5222,1632,3677
2751,5960,1983,607,3422
5339,551,1000,4092,1119
4555,1653,3035,5345,6342
5800,6488,3576,177,6289
1025,1657,3655,5458,2015
2171,6422,4585,4012,3274
4584,-2,-2,-2,-2
1504,2966,1392,4171,4043
762,276,4095,5859,898
2738,5548,1618,4076,1680
4590,4592,4595,1712,4745
4592,4589,1711,4595,1710
-2,-2,-2,-2,-2
4590,4589,4595,1710,245
-2,-2,-2,-2,-2
4596,4589,4590,4592,4595
4597,4589,3006,4081,5465
4594,4597,4595,4589,4590
4595,4081,1712,5465,2744
1880,2221,848,4516,5003
4600,4603,4602,6228,289
4599,6228,4603,4602,4705
5776,1328,1609,6449,5106
6371,2145,5701,2832,5517
4177,1548,3154,4599,4600
1239,1165,5069,630,1942
2986,4629,256,487,2593
4184,4973,5404,2105,2092
5115,6346,6169,3664,3321
4609,2433,4610,4791,861
4608,4610,861,4791,4100
2489,2916,5892,2166,2433
1370,1915,1668,6005,373
869,4614,5335,212,2402
84,2093,2299,2878,4377
2418,472,900,4310,435
5517,1181,5684,2310,146
467,1186,4753,4998,2208
3973,5790,2028,3391,1076
6088,5219,6278,1576,1928
5937,3443,2880,1814,4343
4910,3259,1624,2116,5841
3602,6250,59,412,1930
527,141,943,5813,344
4476,5261,4988,3600,1524
1757,5586,1645,4503,878
846,298,446,6560,1804
5891,161,410,4566,3321
846,298,446,6560,1804
4795,424,5415,723,4970
2593,4193,4126,3754,3021
4310,5562,472,4614,900
5487,2289,1160,170,6705
4633,-2,-2,-2,-2
4888,4100,4632,861,208
5438,87,1837,2260,1035
1501,4636,2941,6261,4100
862,5312,1509,5501,3274
3600,1277,4476,5343,1924
2647,3939,3449,3998,877
3129,2463,5423,4065,6489
2324,1626,6409,5027,1508
5006,5112,4270,4051,1180
89,5006,6477,3304,2638
1556,4168,505,6400,5225
3909,5838,5325,4277,1743
136,3280,5044,4226,147
6477,5006,5006,3304,2638
5006,4270,4051,1180,3996
3674,4984,3079,2853,4410
3951,290,3391,4650,6350
4649,-2,-2,-2,-2
4164,992,2862,4570,3377
5900,4984,6552,813,3469
3178,4165,3530,4690,5505
1040,6413,269,4164,270
2457,1697,4539,6160,1457
1785,4816,4065,3503,3155
1987,953,957,4277,1705
4065,4286,4163,-2,-2
3233,3504,4149,1736,1823
4988,4557,3004,5343,3749
4662,6135,479,4227,6270
366,3867,4558,5138,6313
874,4562,399,6315,3282
3282,3084,2563,874,399
6269,3991,5560,5919,4754
141,5596,13,4622,1134
2937,1837,4958,4634,3785
2941,5259,855,1179,1450
298,446,6560,1804,3643
94,4809,25,3548,2463
4187,313,3541,473,4013
1768,6290,2149,4456,1143
50,2958,4311,581,4613
3917,407,1095,2153,1129
2306,145,4383,1917,6476
5859,3726,1086,3181,792
1908,6563,5152,2322,2096
342,1863,221,3887,6385
846,298,446,6560,1804
6043,1010,5228,6307,3983
4738,4979,2754,2558,3432
6215,6463,4789,3728,4375
4989,1477,3969,5854,1544
1486,4652,6651,907,916
5720,4744,3973,6021,6489
2943,5684,3385,6020,3111
5631,229,6236,6440,3617
6219,5555,6131,4495,4933
1831,2281,5400,2531,2376
1264,2716,4689,3648,4653
-2,-2,-2,-2,-2
1996,1733,5270,3955,4128
4793,413,4686,5057,2850
5229,1552,3891,5088,6365
1389,907,1960,5693,3062
4697,6037,5976,5701,2400
4696,4698,5321,1550,4439
3221,533,2396,36,5344
3258,6009,2777,1739,2143
3327,3769,522,5000,6381
4702,2298,2297,5313,1625
4303,5275,2449,1625,3444
4972,2643,6178,1455,1925
3271,4703,5314,5585,4028
5208,5827,3914,4051,5419
467,1186,4753,4998,2208
4795,4794,1216,3329,5612
4707,-2,-2,-2,-2
386,1110,1031,4365,5023
2045,2862,209,65,-2
5038,3160,4856,2153,724
4713,6475,1556,5885,5561
3375,6475,462,344,5329
1847,208,3295,2027,4888
6051,4015,5845,1223,1738
6374,865,6408,6547,3794
3891,1649,3392,4096,4545
3175,4098,4109,3052,4717
3890,4441,4109,1185,2312
2288,16,968,2922,1278
5864,2640,5653,2215,4304
1868,3940,3344,3921,5306
3812,3263,881,4330,6187
283,5263,409,2003,1821
467,1186,4753,4998,2208
2132,3570,3448,1296,6207
256,4729,2608,650,4008
4729,4065,-2,-2,-2
4728,5126,5721,155,4791
5595,22,5523,2770,751
424,4956,4044,3904,4322
1652,5801,4053,3822,170
2544,2964,3907,331,3635
4453,758,5272,2010,4065
2906,572,6175,1802,696
1996,1733,5270,1723,6106
5229,1552,3891,3059,3824
6184,5514,3432,2558,4979
4847,2070,4115,1359,4785
2855,4281,1106,5023,2633
4306,3185,6682,3320,2485
623,1590,3290,6495,3690
5711,4068,6333,5994,4072
580,2019,5462,3660,2742
4746,4747,3492,4597,5465
4745,4747,6288,3784,-2
4746,4745,6288,3784,-2
2479,2094,6578,2056,2212
2925,5943,4065,2056,3332
3872,4974,2395,4657,5801
3575,3802,3843,3185,1564
750,3901,5871,3418,6114
467,1186,4998,2208,1208
3991,4665,6269,5919,5560
951,5155,6641,780,2262
5919,2552,5354,4665,3991
1669,3519,6577,4758,2301
4757,5011,1631,1182,3066
1548,3703,2860,1333,1406
5090,1499,6118,333,4907
3067,6656,2404,6392,518
4761,-2,-2,-2,-2
-2,-2,-2,-2,-2
6035,5434,2268,2474,2520
4139,2105,2430,2558,4606
6367,3842,337,3429,1873
6397,32,6080,4951,5844
2250,3909,1390,5707,4294
3740,5553,2953,1210,4807
6527,4934,4867,1803,3861
4317,2949,4535,2167,3483
3045,5038,5562,4614,4310
2336,804,4673,50,4502
4626,4566,6558,707,2226
1222,5677,3091,996,923
1321,3476,4294,836,2250
4173,6365,2793,6493,1249
910,6498,968,818,1111
5245,4344,1247,2033,4806
2414,2723,3181,5668,2710
4065,2117,-2,-2,-2
4842,2505,6160,829,4783
1631,4782,6508,3440,5294
891,5274,6407,288,2773
2661,6491,6038,2070,5492
1431,4376,2436,4864,3367
3180,4911,6131,4149,1692
424,3452,550,6578,4748
1991,4197,6367,2985,3842
3599,3872,5468,2395,5382
6545,4610,1894,916,51
330,3457,5830,5566,581
4693,413,69,2521,5769
4707,1216,1254,3329,5612
5183,4628,2851,3155,1187
4178,520,2041,3323,1162
5006,4270,4051,1180,3996
89,4920,673,5006,6477
-2,-2,-2,-2,-2
3138,1849,3318,3296,5836
5396,6595,643,4383,1662
3327,5066,4890,1869,2856
5006,5142,5141,257,4270
89,5006,6477,3304,2104
1246,6596,3841,15,4266
2033,5245,1247,4344,4779
5553,5435,1351,1254,2228
4574,389,2384,6086,6018
4670,3548,4748,5982,94
3617,3572,5169,229,5486
4810,3211,-2,-2,-2
1892,1699,5103,4317,1326
88,6241,4189,3221,5344
5137,5250,4974,2850,5239
4199,3587,6565,1279,1357
1799,3348,5700,2766,5612
5420,5764,2141,2717,6023
5058,6696,6618,4854,1411
6356,747,5664,436,6364
2203,1411,3935,2447,2690
900,1391,2418,183,549
3878,5632,5116,1834,3315
6001,6590,2761,3880,6509
6523,4334,1264,4973,5352
1139,1121,3990,5569,2297
1995,1080,3673,6510,4417
518,3249,5229,5046,1393
4702,153,4303,2449,6390
4830,198,667,2815,3974
5553,6480,5456,6300,3104
771,1959,3332,3040,1224
6158,4542,3663,589,6646
595,6595,5416,5885,2969
3409,6306,3931,5390,3887
1053,1215,2843,2443,407
3781,4977,5922,1796,850
4065,-2,-2,-2,-2
2356,5642,5081,409,4127
4840,1972,3604,6053,5078
4839,1691,1972,876,1916
-2,-2,-2,-2,-2
6160,2457,4782,4322,2505
2320,4202,3606,606,2266
650,5055,3494,3428,1861
2615,1734,451,144,2507
4740,4281,1106,5023,190
1359,4739,4474,2070,3908
4062,1998,4554,3669,5257
5559,831,3327,5066,2808
1389,2515,4932,6174,1306
4852,5459,2016,1356,285
4851,5460,2017,5459,2016
5524,2942,5949,1721,2233
6696,4513,4818,5441,4401
3981,4573,5054,463,4861
4106,2153,789,4663,3216
3432,973,863,3682,6227
5916,5906,3799,5918,4182
4860,263,3800,3804,272
1561,3878,749,5518,5658
6629,1635,3700,463,6657
4065,-2,-2,-2,-2
5060,5735,4958,217,4433
2864,2620,1106,4941,5318
3511,4472,590,1821,597
5925,4452,1998,800,3212
4240,62,2589,5023,4770
782,2731,3541,3789,3177
2475,528,460,1740,5695
5379,5985,2652,5813,3804
5280,2079,2926,675,6278
624,6481,3989,2432,1734
846,298,446,6560,1804
5623,3170,1735,39,3717
4267,4053,3300,3822,1221
5281,5118,2753,1534,782
4876,-2,-2,-2,-2
4141,4476,1478,92,5078
846,446,6560,3643,2456
